Policyholder_Number,Security_Code,ISIN,Other_Security_ID,ID_Type,Asset_Name,Acq_Cost_in_GBP,Cash_Value_in_GBP,Bid_Value_in_GBP,Accrued_Interest,Holding,Loc_Bid_Price,Currency_Local
ID-69626DDA,B929F46,NL0010273215,,sedol_isin,ASML HOLDING,0.00,0.00,54677.72,0.00,68.00,921.40,EUR
ID-69626DDA,BF2DSG3,CH0418792922,,sedol_isin,SIKA LTD,0.00,0.00,7475.86,0.00,49.00,162.60,CHF
ID-69626DDA,BFF5BH8,GB00BFF5BH82,,sedol_isin,JUPITER JAP INC U2 UNHDG,0.00,0.00,97614.30,0.00,70500.00,1.38,GBP
ID-69626DDA,BGT0LX2,GG00BR30MJ80,,sedol_isin,HARBOURVEST GBL RED USD,0.00,0.00,68534.77,0.00,2955.00,31.25,USD
ID-69626DDA,BJ09MR0,IE00BJ09MR04,,sedol_isin,WELLINGTON GBL STEW N GBP,0.00,0.00,41660.60,0.00,2290.00,18.19,GBP
ID-69626DDA,BJ0LT19,GB00BJ0LT190,,sedol_isin,HGCAPITAL TRUST GBP,0.00,0.00,78460.60,0.00,15445.00,5.08,GBP
ID-69626DDA,BJFFLV0,GB00BJFFLV09,,sedol_isin,CRODA INTERNATIONAL,0.00,0.00,8543.60,0.00,310.00,27.56,GBP
ID-69626DDA,BK531S8,US68902V1070,,sedol_isin,OTIS WORLDWIDE CORP WI,0.00,0.00,4084.20,0.00,63.00,87.35,USD
ID-69626DDA,BK6KTX9,LU2112292763,,sedol_isin,BGF WORLD HEALTH D5 DIS £,0.00,0.00,88540.80,0.00,6015.00,14.72,GBP
ID-69626DDA,BKC9GJ5,IE00BKC9GJ54,,sedol_isin,BLACKROCK ICS £ LIQ PREM,0.00,0.00,450019.24,0.00,3841.00,117.16,GBP
ID-69626DDA,BL6C772,GB00BL6C7720,,sedol_isin,4.125% UKTREAS JAN27 REGS,0.00,0.00,143533.96,2441.05,140500.00,1.02,GBP
ID-69626DDA,BL6LC29,IE00BF16M727,,sedol_isin,FIRST TR NASDAQ CYBER ETF,0.00,0.00,83848.26,0.00,2530.00,44.66,USD
ID-69626DDA,BL6LXZ9,XS2688824569,,sedol_isin,GS AC SMI/SX5E 10.29%,0.00,0.00,155471.50,0.00,139000.00,1.12,GBP
ID-69626DDA,BLC9NZ7,IE00BMW13836,,sedol_isin,KRANESHARES CHINA INT ETF,0.00,0.00,63076.26,0.00,4190.00,15.05,GBP
ID-69626DDA,BLDYK61,GB00BLDYK618,,sedol_isin,SCOTTISH MORTGAGE INV GBP,0.00,0.00,210455.70,0.00,17745.00,11.86,GBP
ID-69626DDA,BMF9LG8,GB00BMF9LG83,,sedol_isin,4.5% UK TR GILT JUN28,0.00,0.00,141563.43,0.00,138750.00,1.02,GBP
ID-69626DDA,BN92030,XS2998050855,,sedol_isin,BAR-AC FTSE RUSSELL10.35%,0.00,0.00,147809.30,0.00,137000.00,1.08,GBP
ID-69626DDA,BNBV3D6,XS3254825089,,sedol_isin,CIBC AC RTY SMI 11.45%,0.00,0.00,153000.00,0.00,153000.00,1.00,GBP
ID-69626DDA,BNZGVV1,NL0015000IY2,,sedol_isin,UNIVERSAL MUSIC GROUP,0.00,0.00,12027.75,0.00,620.00,22.23,EUR
ID-69626DDA,BP6KMJ1,DK0062498333,,sedol_isin,NOVO NORDISK B,0.00,0.00,27555.51,0.00,725.00,325.25,DKK
ID-69626DDA,BP6MXT4,GB00BP6MXD84,,sedol_isin,SHELL PLC,0.00,0.00,12772.38,0.00,465.00,31.48,EUR
ID-69626DDA,BQZJ0Q9,US49338L1035,,sedol_isin,KEYSIGHT TECHNOLOGIES INC,0.00,0.00,11762.52,0.00,78.00,203.19,USD
ID-69626DDA,BS0B5Z8,XS2952964539,,sedol_isin,BARC-AC FTSE SMI 10%,0.00,0.00,126920.80,0.00,118000.00,1.08,GBP
ID-69626DDA,BTRTSC0,XS3004448737,,sedol_isin,CITI INCOME FTSE/EURO 8.7,0.00,0.00,140906.60,0.00,142000.00,0.99,GBP
ID-69626DDA,BTWV6W7,XS2481078637,,sedol_isin,GS AC FTSE/SX5E ROLL10.07,0.00,0.00,99286.40,0.00,92000.00,1.08,GBP
ID-69626DDA,BVPT484,XS3095305432,,sedol_isin,MS AC SMI SUKX35FD 10.4%,0.00,0.00,129625.00,0.00,122000.00,1.06,GBP
ID-69626DDA,BVYPP13,IE00BVYPP131,,sedol_isin,GUINNESS GBL EQ INC Y GBP,0.00,0.00,195711.52,0.00,8580.00,22.81,GBP
ID-69626DDA,BVZK7T9,GB00BVZK7T90,,sedol_isin,UNILEVER PLC,0.00,0.00,28719.65,0.00,591.00,48.60,GBP
ID-69626DDA,BW621H7,XS3156353651,,sedol_isin,ML AC FTSE/CHINA 14%,0.00,0.00,153797.80,0.00,149000.00,1.03,GBP
ID-69626DDA,BWFGQN1,GB00BWFGQN14,,sedol_isin,SPIRAX GROUP PLC,0.00,0.00,8184.00,0.00,120.00,68.20,GBP
ID-69626DDA,BYW36M8,US70450Y1038,,sedol_isin,PAYPAL HOLDINGS,0.00,0.00,7582.38,0.00,175.00,58.38,USD
ID-69626DDA,BYY88Y7,US02079K1079,,sedol_isin,ALPHABET C,0.00,0.00,59853.50,0.00,257.00,313.80,USD
ID-69626DDA,BYZK455,IE00BYZK4552,,sedol_isin,ISHARES IV PLC AUTO ETF,0.00,0.00,101604.27,0.00,8365.00,16.37,USD
ID-69626DDA,CASH_GBP,,,sedol_isin,Cash,0.00,195772.34,,0.00,,,GBP
ID-69626DDA,CASH_USD,,,sedol_isin,Cash,0.00,137.26,,0.00,,,USD
ID-69626DDA,GB0005405286,GB0005405286,,sedol_isin,HSBC HOLDINGS,0.00,0.00,40988.04,0.00,4705.00,11.74,USD
ID-69626DDA,IE00BFD2H405,IE00BFD2H405,,sedol_isin,FIRST TR GL CLOUD A ETF,0.00,0.00,76031.39,0.00,2495.00,41.06,USD
ID-69626DDA,JE00B4T3BW64,JE00B4T3BW64,,sedol_isin,GLENCORE PLC,0.00,0.00,10258.79,0.00,3400.00,4.07,USD
ID-69626DDA,LU0514695690,LU0514695690,,sedol_isin,XTRACK MSCI CHINA 1C ETF,0.00,0.00,51877.76,0.00,4055.00,17.24,USD
ID-69626DDA,TPY0118,XS2959061461,,sedol_isin,BNP AC FTSE - CHINA 11.5%,0.00,0.00,152782.00,0.00,140000.00,1.09,GBP
ID-69626DDA,TPY0119,LU1458425813,,sedol_isin,BNPP AQUA PRIVILE GBP CAP,0.00,0.00,49250.88,0.00,252.00,195.44,GBP
ID-69626DDA,TPY0122,XS2355957379,,sedol_isin,BNP 100% CG PART. CSI300,0.00,0.00,27361.40,0.00,22000.00,1.24,GBP
ID-6C2CC67F,0504245,IE0005042456,,sedol_isin,ISHARES CORE FTSE 100 ETF,0.00,0.00,89052.40,0.00,9212.00,9.67,GBP
ID-6C2CC67F,B1G52Y3,IE00B1FZSB30,,sedol_isin,ISHARES CORE UK GILTS ETF,0.00,0.00,57718.49,0.00,5814.00,9.93,GBP
ID-6C2CC67F,B53H013,IE00B53H0131,,sedol_isin,UBSCMCI COMPOSITE A USD,0.00,0.00,18071.40,0.00,211.00,115.40,USD
ID-6C2CC67F,BCDBVY4,LU0953998605,,sedol_isin,JANUS HEN ABS RET I2 GBP,0.00,0.00,4901.69,0.00,300557.00,0.02,GBP
ID-6C2CC67F,BD3J2B9,LU1291102447,,sedol_isin,BNPP MSCI JAPAN ESG ETF,0.00,0.00,29167.54,0.00,1961.00,17.04,EUR
ID-6C2CC67F,BDCNS92,LU1373034930,,sedol_isin,BRSF GBL EV DRIVEN D2£HDG,0.00,0.00,5619.21,0.00,40.04,140.34,GBP
ID-6C2CC67F,BF2V2C1,LU1725201468,,sedol_isin,SCHRODER GAIA CONT C HDG£,0.00,0.00,5115.42,0.00,27.00,189.46,GBP
ID-6C2CC67F,BF6SWG2,IE00BF6SWG20,,sedol_isin,RV CAPITAL ASIA OPP A GBP,0.00,0.00,1629.12,0.00,13504.00,0.12,GBP
ID-6C2CC67F,BFWY8B1,IE00BFWY8B17,,sedol_isin,AMUNDI/SANDLER US SI GBP,0.00,0.00,2964.03,0.00,227867.00,0.01,GBP
ID-6C2CC67F,BG08P77,IE00BG08P774,,sedol_isin,MONTLAKE COOPER N/AM POOL,0.00,0.00,3422.11,0.00,33.00,103.70,GBP
ID-6C2CC67F,BG0TQC2,IE00BG0TQC25,,sedol_isin,INVESCO MKT UK GILTS ETF,0.00,0.00,42256.29,0.00,1459.00,28.96,GBP
ID-6C2CC67F,BHZPJ89,IE00BHZPJ890,,sedol_isin,ISHS MSCI USA ESG CTB ETF,0.00,0.00,22252.49,0.00,2499.00,12.00,USD
ID-6C2CC67F,BLCHCV0,LU1852212023,,sedol_isin,UBS SUS DV BK BD H?DISETF,0.00,0.00,1518.91,0.00,144.00,10.55,GBP
ID-6C2CC67F,BM92QJ1,IE000LZ4F7J0,,sedol_isin,ISHS MSCIESG CTB ETF HDG?,0.00,0.00,101061.03,0.00,14341.00,7.05,GBP
ID-6C2CC67F,BMCMT55,IE0007L4ZKN0,,sedol_isin,QMM US EQUITY GBP ACC,0.00,0.00,75364.38,0.00,6250.00,12.06,GBP
ID-6C2CC67F,BMCMT77,IE000KY07VI3,,sedol_isin,QMM US EQUITY GBPH ACC,0.00,0.00,84855.28,0.00,6568.00,12.92,GBP
ID-6C2CC67F,BMCMTG6,IE0005ROYD13,,sedol_isin,QMM CONT EURO EQ GBPH ACC,0.00,0.00,60117.80,0.00,5481.00,10.97,GBP
ID-6C2CC67F,BMCMTR7,IE000R3U28Q9,,sedol_isin,QMM GL IG CREDIT GBPH DIS,0.00,0.00,29277.38,0.00,2784.00,10.52,GBP
ID-6C2CC67F,BMCMTY4,IE000N0WGY67,,sedol_isin,QMM GLB HY CORP GBPH DIS,0.00,0.00,52903.57,0.00,4972.00,10.64,GBP
ID-6C2CC67F,BNGJH55,IE00BNGJH556,,sedol_isin,GRAHAM MACRO K GBP,0.00,0.00,4412.53,0.00,3516803.00,0.00,GBP
ID-6C2CC67F,BNTWDJ7,LU2589021224,,sedol_isin,LUMYNA HBK B,0.00,0.00,8807.71,0.00,79.00,111.49,GBP
ID-6C2CC67F,BQTXCZ0,IE000QQ8Z0D8,,sedol_isin,AMUNDI MSCI ESG BR TR EUR,0.00,0.00,77469.90,0.00,162.00,547.98,EUR
ID-6C2CC67F,BSNQ3R8,IE000FZW9C08,,sedol_isin,BLACKR ISHS EX-UK S HDG £,0.00,0.00,9741.60,0.00,800.00,12.18,GBP
ID-6C2CC67F,BSQL9F0,IE000SZ25OI0,,sedol_isin,XTRCK SP500 WGHT 4C HDG £,0.00,0.00,25589.42,0.00,3033.00,8.44,GBP
ID-6C2CC67F,BYXPR31,LU1586024074,,sedol_isin,BLACKROCK STR ASI PAC Z2£,0.00,0.00,6290.10,0.00,30.00,209.67,GBP
ID-6C2CC67F,BZ1F4Z1,LU1291106513,,sedol_isin,BNPP MSCI PAC EX JAP PRI£,0.00,0.00,5184.06,0.00,21.00,246.86,GBP
ID-6C2CC67F,CASH_GBP,,,sedol_isin,Cash,0.00,9996.15,,0.00,,,GBP
ID-6C2CC67F,IE00BHZPJ239,IE00BHZPJ239,,sedol_isin,ISHS MSCI EM ESG CTB ETF,0.00,0.00,48931.59,0.00,9994.00,6.60,USD
ID-6C2CC67F,TPY0159,LU2533810946,,sedol_isin,BNP JPMESG GL DIV TRACKIH,0.00,0.00,18734.10,0.00,165.00,113.54,GBP
ID-6C2CC67F,TPY0161,LU0303706948,,sedol_isin,GS III EM MKTS ENH IDX I,0.00,0.00,36005.83,0.00,8122.00,5.97,USD
ID-6C2CC67F,TPY0211,IE000QXUHMG1,,sedol_isin,AMUNDI II ALT MA SYS EQ I,0.00,0.00,5643.83,0.00,53.60,105.30,GBP
ID-7299A60C,0504245,IE0005042456,,sedol_isin,ISHARES CORE FTSE 100 ETF,0.00,0.00,74977.25,0.00,7756.00,9.67,GBP
ID-7299A60C,B1G52Y3,IE00B1FZSB30,,sedol_isin,ISHARES CORE UK GILTS ETF,0.00,0.00,46470.63,0.00,4681.00,9.93,GBP
ID-7299A60C,B53H013,IE00B53H0131,,sedol_isin,UBSCMCI COMPOSITE A USD,0.00,0.00,14131.66,0.00,165.00,115.40,USD
ID-7299A60C,BCZRLN9,LU0973214777,,sedol_isin,JANUS HEN ABS RET G1 GBP,0.00,0.00,4103.15,0.00,552189.00,0.01,GBP
ID-7299A60C,BD3J2B9,LU1291102447,,sedol_isin,BNPP MSCI JAPAN ESG ETF,0.00,0.00,24288.93,0.00,1633.00,17.04,EUR
ID-7299A60C,BF2V2C1,LU1725201468,,sedol_isin,SCHRODER GAIA CONT C HDG£,0.00,0.00,4168.12,0.00,22.00,189.46,GBP
ID-7299A60C,BFWY8B1,IE00BFWY8B17,,sedol_isin,AMUNDI/SANDLER US SI GBP,0.00,0.00,2432.44,0.00,18.70,130.08,GBP
ID-7299A60C,BG08P77,IE00BG08P774,,sedol_isin,MONTLAKE COOPER N/AM POOL,0.00,0.00,2696.21,0.00,26.00,103.70,GBP
ID-7299A60C,BG0TQC2,IE00BG0TQC25,,sedol_isin,INVESCO MKT UK GILTS ETF,0.00,0.00,34494.34,0.00,1191.00,28.96,GBP
ID-7299A60C,BHZPJ89,IE00BHZPJ890,,sedol_isin,ISHS MSCI USA ESG CTB ETF,0.00,0.00,18966.71,0.00,2130.00,12.00,USD
ID-7299A60C,BLCHCV0,LU1852212023,,sedol_isin,UBS SUS DV BK BD H?DISETF,0.00,0.00,1877.54,0.00,178.00,10.55,GBP
ID-7299A60C,BM92QJ1,IE000LZ4F7J0,,sedol_isin,ISHS MSCIESG CTB ETF HDG?,0.00,0.00,82365.34,0.00,11688.00,7.05,GBP
ID-7299A60C,BMB3JY8,IE00BMB3JY80,,sedol_isin,ATLANTIC HOUSE D/RET I £,0.00,0.00,160733.66,0.00,133400.00,1.20,GBP
ID-7299A60C,BMCMT55,IE0007L4ZKN0,,sedol_isin,QMM US EQUITY GBP ACC,0.00,0.00,60339.73,0.00,5004.00,12.06,GBP
ID-7299A60C,BMCMT77,IE000KY07VI3,,sedol_isin,QMM US EQUITY GBPH ACC,0.00,0.00,60502.02,0.00,4683.00,12.92,GBP
ID-7299A60C,BMCMTG6,IE0005ROYD13,,sedol_isin,QMM CONT EURO EQ GBPH ACC,0.00,0.00,50059.78,0.00,4564.00,10.97,GBP
ID-7299A60C,BMCMTR7,IE000R3U28Q9,,sedol_isin,QMM GL IG CREDIT GBPH DIS,0.00,0.00,27089.99,0.00,2576.00,10.52,GBP
ID-7299A60C,BMCMTY4,IE000N0WGY67,,sedol_isin,QMM GLB HY CORP GBPH DIS,0.00,0.00,44050.84,0.00,4140.00,10.64,GBP
ID-7299A60C,BNGJH55,IE00BNGJH556,,sedol_isin,GRAHAM MACRO K GBP,0.00,0.00,4140.51,0.00,33.00,125.47,GBP
ID-7299A60C,BNTWDJ7,LU2589021224,,sedol_isin,LUMYNA HBK B,0.00,0.00,7135.36,0.00,64.00,111.49,GBP
ID-7299A60C,BQTXCZ0,IE000QQ8Z0D8,,sedol_isin,AMUNDI MSCI ESG BR TR EUR,0.00,0.00,63123.62,0.00,132.00,547.98,EUR
ID-7299A60C,BSNQ3R8,IE000FZW9C08,,sedol_isin,BLACKR ISHS EX-UK S HDG £,0.00,0.00,8219.48,0.00,675.00,12.18,GBP
ID-7299A60C,BSQL9F0,IE000SZ25OI0,,sedol_isin,XTRCK SP500 WGHT 4C HDG £,0.00,0.00,21067.19,0.00,2497.00,8.44,GBP
ID-7299A60C,BYXPR31,LU1586024074,,sedol_isin,BLACKROCK STR ASI PAC Z2£,0.00,0.00,5032.08,0.00,24.00,209.67,GBP
ID-7299A60C,BZ1F4Z1,LU1291106513,,sedol_isin,BNPP MSCI PAC EX JAP PRI£,0.00,0.00,4196.62,0.00,17.00,246.86,GBP
ID-7299A60C,BZ4TGQ5,LU1603215044,,sedol_isin,BRSF GBL EV DRIVEN I5 HDG,0.00,0.00,2750.65,0.00,20.68,133.01,GBP
ID-7299A60C,CASH_GBP,,,sedol_isin,Cash,0.00,1.03,,0.00,,,GBP
ID-7299A60C,CASH_GBP,,,sedol_isin,Cash,0.00,14180.20,,0.00,,,GBP
ID-7299A60C,IE00BHZPJ239,IE00BHZPJ239,,sedol_isin,ISHS MSCI EM ESG CTB ETF,0.00,0.00,39707.34,0.00,8110.00,6.60,USD
ID-7299A60C,TPY0159,LU2533810946,,sedol_isin,BNP JPMESG GL DIV TRACKIH,0.00,0.00,14533.12,0.00,128.00,113.54,GBP
ID-7299A60C,TPY0161,LU0303706948,,sedol_isin,GS III EM MKTS ENH IDX I,0.00,0.00,22608.93,0.00,5.10,5973.19,USD
ID-7299A60C,TPY0211,IE000QXUHMG1,,sedol_isin,AMUNDI II ALT MA SYS EQ I,0.00,0.00,4769.88,0.00,45.30,105.30,GBP
ID-72ADD80C,BD7Y3W8,IE00BD7Y3W82,,sedol_isin,FORTEM CAP PRGSV GRWTH G?,0.00,0.00,103251.47,0.00,98231.83,1.05,GBP
ID-72ADD80C,BP4VN26,GB00BP4VN261,,sedol_isin,SVS BROWN SHIP BAL I CAP,0.00,0.00,1285273.66,0.00,716988.54,1.79,GBP
ID-72ADD80C,BVMKCQ4,XS2938564437,,sedol_isin,ML AC 3 INDICES 9.35%,0.00,0.00,79335.00,0.00,75000.00,1.06,GBP
ID-72ADD80C,CASH_GBP,,,sedol_isin,Cash,0.00,3311.68,,0.00,,,GBP
ID-72ADD80C,TPY0139,IE000B8NX8P7,,sedol_isin,QUINTET DEFINED RETURNS I,0.00,0.00,106542.33,0.00,87296.22,1.22,GBP
ID-74BAF56B,0989529,GB0009895292,,sedol_isin,ASTRAZENECA,0.00,0.00,23856.70,0.00,173.00,137.90,GBP
ID-74BAF56B,2000019,US0231351067,,sedol_isin,AMAZON COM,0.00,0.00,72634.47,0.00,424.00,230.82,USD
ID-74BAF56B,2046251,US0378331005,,sedol_isin,APPLE,0.00,0.00,88171.90,0.00,437.00,271.86,USD
ID-74BAF56B,2073390,US0846707026,,sedol_isin,BERKSHIRE HATHAWAY B,0.00,0.00,46258.42,0.00,124.00,502.65,USD
ID-74BAF56B,2190385,US46625H1005,,sedol_isin,JP MORGAN CHASE,0.00,0.00,46871.84,0.00,196.00,322.22,USD
ID-74BAF56B,2270726,US2546871060,,sedol_isin,WALT DISNEY,0.00,0.00,31157.14,0.00,369.00,113.77,USD
ID-74BAF56B,2379504,US67066G1040,,sedol_isin,NVIDIA CORP,0.00,0.00,84294.57,0.00,609.00,186.50,USD
ID-74BAF56B,2516152,US5324571083,,sedol_isin,ELI LILLY & CO,0.00,0.00,23927.86,0.00,30.00,1074.68,USD
ID-74BAF56B,2567116,US28176E1082,,sedol_isin,EDWARDS LIFESCIENCES,0.00,0.00,22519.22,0.00,352.00,86.20,USD
ID-74BAF56B,2588173,US5949181045,,sedol_isin,MICROSOFT,0.00,0.00,98705.28,0.00,275.00,483.62,USD
ID-74BAF56B,2704407,US7427181091,,sedol_isin,PROCTER & GAMBLE,0.00,0.00,33397.16,0.00,314.00,143.31,USD
ID-74BAF56B,2778844,US58933Y1055,,sedol_isin,MERCK & CO,0.00,0.00,21092.62,0.00,270.00,105.26,USD
ID-74BAF56B,2838555,US1667641005,,sedol_isin,CHEVRON,0.00,0.00,17306.46,0.00,153.00,152.41,USD
ID-74BAF56B,2867719,US8716071076,,sedol_isin,SYNOPSYS,0.00,0.00,23008.40,0.00,66.00,469.72,USD
ID-74BAF56B,2886907,US8835561023,,sedol_isin,THERMO FISHER SCIENTIFIC,0.00,0.00,23222.73,0.00,54.00,579.45,USD
ID-74BAF56B,2917766,US91324P1021,,sedol_isin,UNITEDHEALTH GROUP,0.00,0.00,18129.84,0.00,74.00,330.11,USD
ID-74BAF56B,2937667,US94106L1098,,sedol_isin,WASTE MANAGEMENT,0.00,0.00,18099.90,0.00,111.00,219.71,USD
ID-74BAF56B,4031879,FR0000124141,,sedol_isin,VEOLIA ENVIRONNEMENT,0.00,0.00,13045.78,0.00,503.00,29.72,EUR
ID-74BAF56B,4061412,FR0000121014,,sedol_isin,LVMH,0.00,0.00,24766.56,0.00,44.00,645.00,EUR
ID-74BAF56B,4834108,FR0000121972,,sedol_isin,SCHNEIDER ELECTRIC,0.00,0.00,32593.68,0.00,159.00,234.90,EUR
ID-74BAF56B,5231485,DE0008404005,,sedol_isin,ALLIANZ (NOM),0.00,0.00,17720.57,0.00,52.00,390.50,EUR
ID-74BAF56B,5334588,DE0007030009,,sedol_isin,RHEINMETALL (ORD),0.00,0.00,20433.72,0.00,15.00,1561.00,EUR
ID-74BAF56B,5705946,ES0113900J37,,sedol_isin,BANCO SANTANDER SA,0.00,0.00,25388.11,0.00,2889.00,10.07,EUR
ID-74BAF56B,5727973,DE0007236101,,sedol_isin,SIEMENS (NOM),0.00,0.00,45288.03,0.00,217.00,239.15,EUR
ID-74BAF56B,7110388,CH0012032048,,sedol_isin,ROCHE (BON),0.00,0.00,18785.08,0.00,61.00,328.20,CHF
ID-74BAF56B,B09DHL9,DE000A0D9PT0,,sedol_isin,MTU AERO ENGINES,0.00,0.00,19533.90,0.00,63.00,355.30,EUR
ID-74BAF56B,B0SWJX3,GB00B0SWJX34,,sedol_isin,LSE GROUP,0.00,0.00,24080.88,0.00,269.00,89.52,GBP
ID-74BAF56B,B15C557,FR0000120271,,sedol_isin,TOTAL ENERGIES,0.00,0.00,17076.25,0.00,352.00,55.59,EUR
ID-74BAF56B,B1G52Y3,IE00B1FZSB30,,sedol_isin,ISHARES CORE UK GILTS ETF,0.00,0.00,22664.48,0.00,2283.00,9.93,GBP
ID-74BAF56B,B2B0DG9,GB00B2B0DG97,,sedol_isin,RELX PLC,0.00,0.00,16942.20,0.00,561.00,30.20,GBP
ID-74BAF56B,B2PZN04,US92826C8394,,sedol_isin,VISA A,0.00,0.00,33056.38,0.00,127.00,350.71,USD
ID-74BAF56B,B42TW06,IE00B42TW061,,sedol_isin,HSBC FTSE 100 ETF GBP,0.00,0.00,192634.65,0.00,1937.00,99.45,GBP
ID-74BAF56B,B4L5YC1,IE00B4L5YC18,,sedol_isin,ISHARES III MSCI EM MKT,0.00,0.00,220289.95,0.00,5658.00,52.46,USD
ID-74BAF56B,B53H013,IE00B53H0131,,sedol_isin,UBSCMCI COMPOSITE A USD,0.00,0.00,67146.80,0.00,784.00,115.40,USD
ID-74BAF56B,B574WQ9,LU0534476519,,sedol_isin,BRGF SUST ENERGY I2 CAP,0.00,0.00,49609.80,0.00,2725.00,24.53,USD
ID-74BAF56B,B616C79,US88160R1014,,sedol_isin,TESLA,0.00,0.00,14018.29,0.00,42.00,449.72,USD
ID-74BAF56B,B7FBFL2,US03027X1000,,sedol_isin,AMERICAN TOWER,0.00,0.00,14951.82,0.00,114.00,176.72,USD
ID-74BAF56B,B7TL820,US30303M1027,,sedol_isin,META PLATFORMS A,0.00,0.00,22535.36,0.00,46.00,660.09,USD
ID-74BAF56B,B80NXX8,US81762P1021,,sedol_isin,SERVICENOW,0.00,0.00,15348.56,0.00,135.00,153.19,USD
ID-74BAF56B,B85H9Z9,LU0827889485,,sedol_isin,BRGF WORLD HEALTH D2 CAP,0.00,0.00,31198.95,0.00,488.00,73.26,EUR
ID-74BAF56B,B8KQN82,IE00B8KQN827,,sedol_isin,EATON CORP PUBLIC,0.00,0.00,19147.48,0.00,81.00,318.51,USD
ID-74BAF56B,B929F46,NL0010273215,,sedol_isin,ASML HOLDING,0.00,0.00,36987.87,0.00,46.00,921.40,EUR
ID-74BAF56B,BD3J2B9,LU1291102447,,sedol_isin,BNPP MSCI JAPAN ESG ETF,0.00,0.00,128465.11,0.00,8637.00,17.04,EUR
ID-74BAF56B,BDR05C0,GB00BDR05C01,,sedol_isin,NATIONAL GRID RG,0.00,0.00,9668.51,0.00,847.00,11.42,GBP
ID-74BAF56B,BFLQR55,LU0953041760,,sedol_isin,PICTET PREM BRANDS I DY €,0.00,0.00,60521.76,0.00,197.00,352.04,EUR
ID-74BAF56B,BFLR220,IE00BFLR2202,,sedol_isin,ATLANTIC HOUSE DEFRET B£,0.00,0.00,431234.10,0.00,189445.20,2.28,GBP
ID-74BAF56B,BG0TQC2,IE00BG0TQC25,,sedol_isin,INVESCO MKT UK GILTS ETF,0.00,0.00,95054.93,0.00,3282.00,28.96,GBP
ID-74BAF56B,BK531S8,US68902V1070,,sedol_isin,OTIS WORLDWIDE CORP WI,0.00,0.00,11733.97,0.00,181.00,87.35,USD
ID-74BAF56B,BM92QJ1,IE000LZ4F7J0,,sedol_isin,ISHS MSCIESG CTB ETF HDG?,0.00,0.00,37109.50,0.00,5266.00,7.05,GBP
ID-74BAF56B,BMCDD67,IE00BMCDD674,,sedol_isin,GEMPC ATLN A HDG GBP,0.00,0.00,427878.94,0.00,350175.09,1.22,GBP
ID-74BAF56B,BMCMT88,IE000V470LW0,,sedol_isin,QMM US EQUITY GBPH DIS,0.00,0.00,286937.44,0.00,22353.42,12.84,GBP
ID-74BAF56B,BMCMTG6,IE0005ROYD13,,sedol_isin,QMM CONT EURO EQ GBPH ACC,0.00,0.00,80157.07,0.00,7308.00,10.97,GBP
ID-74BAF56B,BMCMTQ6,IE000L2R6JD7,,sedol_isin,QMM GL IG CREDIT GBPH ACC,0.00,0.00,134696.58,0.00,12088.00,11.14,GBP
ID-74BAF56B,BMCMTX3,IE000HR61W43,,sedol_isin,QMM GLB HY CORP GBPH ACC,0.00,0.00,135432.54,0.00,11632.00,11.64,GBP
ID-74BAF56B,BNZGVV1,NL0015000IY2,,sedol_isin,UNIVERSAL MUSIC GROUP,0.00,0.00,17944.63,0.00,925.00,22.23,EUR
ID-74BAF56B,BPCPSD6,CH1216478797,,sedol_isin,DSM FIRMENICH LTD,0.00,0.00,12481.09,0.00,208.00,68.76,EUR
ID-74BAF56B,BR1H1T4,IE000YYE6WK5,,sedol_isin,VANECK VECTORS DEF A ETF,0.00,0.00,15043.13,0.00,388.00,52.24,USD
ID-74BAF56B,BRJ9Z23,IE000XZSV718,,sedol_isin,SPDR S&P 500 USD ETF,0.00,0.00,33520.69,0.00,2659.00,16.99,USD
ID-74BAF56B,BSNQ3R8,IE000FZW9C08,,sedol_isin,BLACKR ISHS EX-UK S HDG £,0.00,0.00,45152.32,0.00,3708.00,12.18,GBP
ID-74BAF56B,BVZK7T9,GB00BVZK7T90,,sedol_isin,UNILEVER PLC,0.00,0.00,36349.06,0.00,748.00,48.60,GBP
ID-74BAF56B,BYVY8G0,US02079K3059,,sedol_isin,ALPHABET A,0.00,0.00,93152.00,0.00,401.00,313.00,USD
ID-74BAF56B,BYZK455,IE00BYZK4552,,sedol_isin,ISHARES IV PLC AUTO ETF,0.00,0.00,33414.63,0.00,2751.00,16.37,USD
ID-74BAF56B,BZ1F4Z1,LU1291106513,,sedol_isin,BNPP MSCI PAC EX JAP PRI£,0.00,0.00,65664.76,0.00,266.00,246.86,GBP
ID-74BAF56B,CASH_EUR,,,sedol_isin,Cash,0.00,195.83,,0.00,,,EUR
ID-74BAF56B,CASH_GBP,,,sedol_isin,Cash,0.00,32043.93,,0.00,,,GBP
ID-74BAF56B,CASH_GBP,,,sedol_isin,Cash,0.00,138.48,,0.00,,,GBP
ID-74BAF56B,CASH_GBP,,,sedol_isin,Cash,0.00,14943.34,,0.00,,,GBP
ID-74BAF56B,CASH_USD,,,sedol_isin,Cash,0.00,434.70,,0.00,,,USD
ID-74BAF56B,IE000S9YS762,IE000S9YS762,,sedol_isin,LINDE PLC,0.00,0.00,10046.71,0.00,27.00,426.39,EUR
