Policyholder_Number,Security_Code,ISIN,Other_Security_ID,ID_Type,Asset_Name,Acq_Cost_in_GBP,Cash_Value_in_GBP,Bid_Value_in_GBP,Accrued_Interest,Holding,Loc_Bid_Price,Currency_Local
ID-974F8F6E,BMCDD67,IE00BMCDD674,,sedol_isin,GEMPC ATLN A HDG GBP,0.00,0.00,71407.42,0.00,58439.66,1.22,GBP
ID-974F8F6E,BMCMT55,IE0007L4ZKN0,,sedol_isin,QMM US EQUITY GBP ACC,0.00,0.00,31785.68,0.00,2636.00,12.06,GBP
ID-974F8F6E,BMCMT77,IE000KY07VI3,,sedol_isin,QMM US EQUITY GBPH ACC,0.00,0.00,199941.19,0.00,15475.92,12.92,GBP
ID-974F8F6E,BMCMT77,IE000KY07VI3,,sedol_isin,QMM US EQUITY GBPH ACC,0.00,0.00,33745.73,0.00,2612.00,12.92,GBP
ID-974F8F6E,BMCMTG6,IE0005ROYD13,,sedol_isin,QMM CONT EURO EQ GBPH ACC,0.00,0.00,67070.53,0.00,6114.89,10.97,GBP
ID-974F8F6E,BMCMTG6,IE0005ROYD13,,sedol_isin,QMM CONT EURO EQ GBPH ACC,0.00,0.00,25084.73,0.00,2287.00,10.97,GBP
ID-974F8F6E,BMCMTR7,IE000R3U28Q9,,sedol_isin,QMM GL IG CREDIT GBPH DIS,0.00,0.00,12209.42,0.00,1161.00,10.52,GBP
ID-974F8F6E,BMCMTR7,IE000R3U28Q9,,sedol_isin,QMM GL IG CREDIT GBPH DIS,0.00,0.00,71142.77,0.00,6765.00,10.52,GBP
ID-974F8F6E,BMCMTX3,IE000HR61W43,,sedol_isin,QMM GLB HY CORP GBPH ACC,0.00,0.00,74550.77,0.00,6403.00,11.64,GBP
ID-974F8F6E,BMCMTY4,IE000N0WGY67,,sedol_isin,QMM GLB HY CORP GBPH DIS,0.00,0.00,22067.98,0.00,2074.00,10.64,GBP
ID-974F8F6E,BNGJH55,IE00BNGJH556,,sedol_isin,GRAHAM MACRO K GBP,0.00,0.00,2132.99,0.00,17.00,125.47,GBP
ID-974F8F6E,BNTWDJ7,LU2589021224,,sedol_isin,LUMYNA HBK B,0.00,0.00,3567.68,0.00,32.00,111.49,GBP
ID-974F8F6E,BNZGVV1,NL0015000IY2,,sedol_isin,UNIVERSAL MUSIC GROUP,0.00,0.00,5063.30,0.00,261.00,22.23,EUR
ID-974F8F6E,BPCPSD6,CH1216478797,,sedol_isin,DSM FIRMENICH LTD,0.00,0.00,3720.32,0.00,62.00,68.76,EUR
ID-974F8F6E,BQTXCZ0,IE000QQ8Z0D8,,sedol_isin,AMUNDI MSCI ESG BR TR EUR,0.00,0.00,158287.27,0.00,331.00,547.98,EUR
ID-974F8F6E,BQTXCZ0,IE000QQ8Z0D8,,sedol_isin,AMUNDI MSCI ESG BR TR EUR,0.00,0.00,33474.65,0.00,70.00,547.98,EUR
ID-974F8F6E,BSNQ3R8,IE000FZW9C08,,sedol_isin,BLACKR ISHS EX-UK S HDG £,0.00,0.00,66599.79,0.00,5469.31,12.18,GBP
ID-974F8F6E,BSNQ3R8,IE000FZW9C08,,sedol_isin,BLACKR ISHS EX-UK S HDG £,0.00,0.00,4115.83,0.00,338.00,12.18,GBP
ID-974F8F6E,BSQL9F0,IE000SZ25OI0,,sedol_isin,XTRCK SP500 WGHT 4C HDG £,0.00,0.00,62366.30,0.00,7392.00,8.44,GBP
ID-974F8F6E,BSQL9F0,IE000SZ25OI0,,sedol_isin,XTRCK SP500 WGHT 4C HDG £,0.00,0.00,10006.28,0.00,1186.00,8.44,GBP
ID-974F8F6E,BVZK7T9,GB00BVZK7T90,,sedol_isin,UNILEVER PLC,0.00,0.00,9281.65,0.00,191.00,48.60,GBP
ID-974F8F6E,BYXPR31,LU1586024074,,sedol_isin,BLACKROCK STR ASI PAC Z2£,0.00,0.00,2096.70,0.00,10.00,209.67,GBP
ID-974F8F6E,BYY88Y7,US02079K1079,,sedol_isin,ALPHABET C,0.00,0.00,24919.55,0.00,107.00,313.80,USD
ID-974F8F6E,BZ1F4Z1,LU1291106513,,sedol_isin,BNPP MSCI PAC EX JAP PRI£,0.00,0.00,38130.49,0.00,154462.00,0.25,GBP
ID-974F8F6E,BZ1F4Z1,LU1291106513,,sedol_isin,BNPP MSCI PAC EX JAP PRI£,0.00,0.00,6912.08,0.00,28.00,246.86,GBP
ID-974F8F6E,BZ4TGQ5,LU1603215044,,sedol_isin,BRSF GBL EV DRIVEN I5 HDG,0.00,0.00,1197.09,0.00,9.00,133.01,GBP
ID-974F8F6E,CASH_EUR,,,sedol_isin,Cash,0.00,44.51,,0.00,,,EUR
ID-974F8F6E,CASH_GBP,,,sedol_isin,Cash,0.00,11650.10,,0.00,,,GBP
ID-974F8F6E,CASH_GBP,,,sedol_isin,Cash,0.00,19931.52,,0.00,,,GBP
ID-974F8F6E,CASH_GBP,,,sedol_isin,Cash,0.00,42.51,,0.00,,,GBP
ID-974F8F6E,CASH_GBP,,,sedol_isin,Cash,0.00,3392.16,,0.00,,,GBP
ID-974F8F6E,CASH_USD,,,sedol_isin,Cash,0.00,120.45,,0.00,,,USD
ID-974F8F6E,IE000S9YS762,IE000S9YS762,,sedol_isin,LINDE PLC,0.00,0.00,2976.80,0.00,8.00,426.39,EUR
ID-974F8F6E,IE00BHZPJ239,IE00BHZPJ239,,sedol_isin,ISHS MSCI EM ESG CTB ETF,0.00,0.00,107410.56,0.00,21938.00,6.60,USD
ID-974F8F6E,IE00BHZPJ239,IE00BHZPJ239,,sedol_isin,ISHS MSCI EM ESG CTB ETF,0.00,0.00,21102.17,0.00,4310.00,6.60,USD
ID-974F8F6E,TPY0139,IE000B8NX8P7,,sedol_isin,QUINTET DEFINED RETURNS I,0.00,0.00,72009.13,0.00,59001.20,1.22,GBP
ID-974F8F6E,TPY0159,LU2533810946,,sedol_isin,BNP JPMESG GL DIV TRACKIH,0.00,0.00,26114.20,0.00,230.00,113.54,GBP
ID-974F8F6E,TPY0159,LU2533810946,,sedol_isin,BNP JPMESG GL DIV TRACKIH,0.00,0.00,7607.18,0.00,67.00,113.54,GBP
ID-974F8F6E,TPY0161,LU0303706948,,sedol_isin,GS III EM MKTS ENH IDX I,0.00,0.00,13299.37,0.00,3.00,5973.19,USD
ID-974F8F6E,TPY0161,LU0303706948,,sedol_isin,GS III EM MKTS ENH IDX I,0.00,0.00,96469.19,0.00,21761.00,5.97,USD
ID-974F8F6E,TPY0211,IE000QXUHMG1,,sedol_isin,AMUNDI II ALT MA SYS EQ I,0.00,0.00,2390.21,0.00,22.70,105.30,GBP
ID-99829608,3250341,GB0032503418,,sedol_isin,SVS BROWN SHIP GWTH A ACC,0.00,0.00,269973.75,0.00,60076.94,4.49,GBP
ID-99829608,BFLR220,IE00BFLR2202,,sedol_isin,ATLANTIC HOUSE DEFRET B£,0.00,0.00,42112.76,0.00,18500.53,2.28,GBP
ID-99829608,BMCDD67,IE00BMCDD674,,sedol_isin,GEMPC ATLN A HDG GBP,0.00,0.00,42552.67,0.00,34825.00,1.22,GBP
ID-99829608,CASH_GBP,,,sedol_isin,Cash,0.00,1626.24,,0.00,,,GBP
ID-9CBED6F7,0504245,IE0005042456,,sedol_isin,ISHARES CORE FTSE 100 ETF,0.00,0.00,35178.21,0.00,3639.00,9.67,GBP
ID-9CBED6F7,B1G52Y3,IE00B1FZSB30,,sedol_isin,ISHARES CORE UK GILTS ETF,0.00,0.00,29067.72,0.00,2928.00,9.93,GBP
ID-9CBED6F7,BF2V2C1,LU1725201468,,sedol_isin,SCHRODER GAIA CONT C HDG£,0.00,0.00,11178.14,0.00,59.00,189.46,GBP
ID-9CBED6F7,BG0TQC2,IE00BG0TQC25,,sedol_isin,INVESCO MKT UK GILTS ETF,0.00,0.00,44515.36,0.00,1537.00,28.96,GBP
ID-9CBED6F7,BM92QJ1,IE000LZ4F7J0,,sedol_isin,ISHS MSCIESG CTB ETF HDG?,0.00,0.00,16771.86,0.00,2380.00,7.05,GBP
ID-9CBED6F7,BMCMT55,IE0007L4ZKN0,,sedol_isin,QMM US EQUITY GBP ACC,0.00,0.00,43385.76,0.00,3598.00,12.06,GBP
ID-9CBED6F7,BMCMTG6,IE0005ROYD13,,sedol_isin,QMM CONT EURO EQ GBPH ACC,0.00,0.00,28441.06,0.00,2593.00,10.97,GBP
ID-9CBED6F7,BMCMTQ6,IE000L2R6JD7,,sedol_isin,QMM GL IG CREDIT GBPH ACC,0.00,0.00,17249.36,0.00,1548.00,11.14,GBP
ID-9CBED6F7,BMCMTX3,IE000HR61W43,,sedol_isin,QMM GLB HY CORP GBPH ACC,0.00,0.00,17138.64,0.00,1472.00,11.64,GBP
ID-9CBED6F7,BYXPR31,LU1586024074,,sedol_isin,BLACKROCK STR ASI PAC Z2£,0.00,0.00,10693.17,0.00,51.00,209.67,GBP
ID-9CBED6F7,CASH_GBP,,,sedol_isin,Cash,0.00,2003.01,,0.00,,,GBP
ID-9CBED6F7,IE00BHZPJ239,IE00BHZPJ239,,sedol_isin,ISHS MSCI EM ESG CTB ETF,0.00,0.00,45288.89,0.00,9250.00,6.60,USD
ID-9CBED6F7,TPY0161,LU0303706948,,sedol_isin,GS III EM MKTS ENH IDX I,0.00,0.00,17816.72,0.00,4019.00,5.97,USD
ID-9F14DAD0,0504245,IE0005042456,,sedol_isin,ISHARES CORE FTSE 100 ETF,0.00,0.00,96051.31,0.00,9936.00,9.67,GBP
ID-9F14DAD0,B1G52Y3,IE00B1FZSB30,,sedol_isin,ISHARES CORE UK GILTS ETF,0.00,0.00,61540.57,0.00,6199.00,9.93,GBP
ID-9F14DAD0,B53H013,IE00B53H0131,,sedol_isin,UBSCMCI COMPOSITE A USD,0.00,0.00,20555.14,0.00,240.00,115.40,USD
ID-9F14DAD0,BCDBVY4,LU0953998605,,sedol_isin,JANUS HEN ABS RET I2 GBP,0.00,0.00,5015.48,0.00,307534.00,0.02,GBP
ID-9F14DAD0,BD3J2B9,LU1291102447,,sedol_isin,BNPP MSCI JAPAN ESG ETF,0.00,0.00,29018.81,0.00,1951.00,17.04,EUR
ID-9F14DAD0,BDCNS92,LU1373034930,,sedol_isin,BRSF GBL EV DRIVEN D2£HDG,0.00,0.00,2907.84,0.00,20.72,140.34,GBP
ID-9F14DAD0,BF2V2C1,LU1725201468,,sedol_isin,SCHRODER GAIA CONT C HDG£,0.00,0.00,5683.80,0.00,30.00,189.46,GBP
ID-9F14DAD0,BF2ZW34,IE00BF2ZW348,,sedol_isin,ATLANTIC HOUSE D/RET I £,0.00,0.00,221841.85,0.00,174500.00,1.27,GBP
ID-9F14DAD0,BF6SWG2,IE00BF6SWG20,,sedol_isin,RV CAPITAL ASIA OPP A GBP,0.00,0.00,2212.66,0.00,18341.00,0.12,GBP
ID-9F14DAD0,BFWY8B1,IE00BFWY8B17,,sedol_isin,AMUNDI/SANDLER US SI GBP,0.00,0.00,3149.17,0.00,24.21,130.08,GBP
ID-9F14DAD0,BG08P77,IE00BG08P774,,sedol_isin,MONTLAKE COOPER N/AM POOL,0.00,0.00,3525.81,0.00,34.00,103.70,GBP
ID-9F14DAD0,BG0TQC2,IE00BG0TQC25,,sedol_isin,INVESCO MKT UK GILTS ETF,0.00,0.00,46542.74,0.00,1607.00,28.96,GBP
ID-9F14DAD0,BHZPJ89,IE00BHZPJ890,,sedol_isin,ISHS MSCI USA ESG CTB ETF,0.00,0.00,24469.72,0.00,2748.00,12.00,USD
ID-9F14DAD0,BM92QJ1,IE000LZ4F7J0,,sedol_isin,ISHS MSCIESG CTB ETF HDG?,0.00,0.00,110729.51,0.00,15713.00,7.05,GBP
ID-9F14DAD0,BMCMT66,IE000PBSSTH3,,sedol_isin,QMM US EQUITY GBP DIS,0.00,0.00,79762.16,0.00,6660.00,11.98,GBP
ID-9F14DAD0,BMCMT88,IE000V470LW0,,sedol_isin,QMM US EQUITY GBPH DIS,0.00,0.00,78815.50,0.00,6140.00,12.84,GBP
ID-9F14DAD0,BMCMTH7,IE000LNGBWW1,,sedol_isin,QMM CONT EURO EQ GBPH DIS,0.00,0.00,68184.03,0.00,6414.00,10.63,GBP
ID-9F14DAD0,BMCMTR7,IE000R3U28Q9,,sedol_isin,QMM GL IG CREDIT GBPH DIS,0.00,0.00,32495.37,0.00,3090.00,10.52,GBP
ID-9F14DAD0,BMCMTX3,IE000HR61W43,,sedol_isin,QMM GLB HY CORP GBPH ACC,0.00,0.00,58401.79,0.00,5016.00,11.64,GBP
ID-9F14DAD0,BNGJH55,IE00BNGJH556,,sedol_isin,GRAHAM MACRO K GBP,0.00,0.00,5205.45,0.00,4148759.00,0.00,GBP
ID-9F14DAD0,BNTWDJ7,LU2589021224,,sedol_isin,LUMYNA HBK B,0.00,0.00,9030.69,0.00,81.00,111.49,GBP
ID-9F14DAD0,BQTXCZ0,IE000QQ8Z0D8,,sedol_isin,AMUNDI MSCI ESG BR TR EUR,0.00,0.00,84643.04,0.00,177.00,547.98,EUR
ID-9F14DAD0,BSNQ3R8,IE000FZW9C08,,sedol_isin,BLACKR ISHS EX-UK S HDG £,0.00,0.00,10667.05,0.00,876.00,12.18,GBP
ID-9F14DAD0,BSQL9F0,IE000SZ25OI0,,sedol_isin,XTRCK SP500 WGHT 4C HDG £,0.00,0.00,27757.73,0.00,3290.00,8.44,GBP
ID-9F14DAD0,BYXPR31,LU1586024074,,sedol_isin,BLACKROCK STR ASI PAC Z2£,0.00,0.00,6499.77,0.00,31.00,209.67,GBP
ID-9F14DAD0,BZ1F4Z1,LU1291106513,,sedol_isin,BNPP MSCI PAC EX JAP PRI£,0.00,0.00,17280.20,0.00,70.00,246.86,GBP
ID-9F14DAD0,CASH_GBP,,,sedol_isin,Cash,0.00,36230.44,,0.00,,,GBP
ID-9F14DAD0,CASH_GBP,,,sedol_isin,Cash,0.00,10766.87,,0.00,,,GBP
ID-9F14DAD0,IE00BHZPJ239,IE00BHZPJ239,,sedol_isin,ISHS MSCI EM ESG CTB ETF,0.00,0.00,53524.12,0.00,10932.00,6.60,USD
ID-9F14DAD0,TPY0159,LU2533810946,,sedol_isin,BNP JPMESG GL DIV TRACKIH,0.00,0.00,18847.64,0.00,166.00,113.54,GBP
ID-9F14DAD0,TPY0161,LU0303706948,,sedol_isin,GS III EM MKTS ENH IDX I,0.00,0.00,33376.98,0.00,7529.00,5.97,USD
ID-9F14DAD0,TPY0211,IE000QXUHMG1,,sedol_isin,AMUNDI II ALT MA SYS EQ I,0.00,0.00,6058.70,0.00,57.54,105.30,GBP
ID-A857BA53,3250330,GB0032503301,,sedol_isin,SVS BROWN SHIP GWTH A DIS,0.00,0.00,549343.89,0.00,153178.45,3.59,GBP
ID-A857BA53,BFLR220,IE00BFLR2202,,sedol_isin,ATLANTIC HOUSE DEFRET B£,0.00,0.00,70483.91,0.00,30964.25,2.28,GBP
ID-A857BA53,BMCDD67,IE00BMCDD674,,sedol_isin,GEMPC ATLN A HDG GBP,0.00,0.00,71047.15,0.00,58144.82,1.22,GBP
ID-A857BA53,CASH_GBP,,,sedol_isin,Cash,0.00,8755.44,,0.00,,,GBP
ID-A857BA53,TPY0139,IE000B8NX8P7,,sedol_isin,QUINTET DEFINED RETURNS I,0.00,0.00,35912.12,0.00,29424.85,1.22,GBP
ID-B1706060,0504245,IE0005042456,,sedol_isin,ISHARES CORE FTSE 100 ETF,0.00,0.00,160694.54,0.00,16623.00,9.67,GBP
ID-B1706060,B1G52Y3,IE00B1FZSB30,,sedol_isin,ISHARES CORE UK GILTS ETF,0.00,0.00,98967.25,0.00,9969.00,9.93,GBP
ID-B1706060,B53H013,IE00B53H0131,,sedol_isin,UBSCMCI COMPOSITE A USD,0.00,0.00,30832.71,0.00,360.00,115.40,USD
ID-B1706060,BCZRLN9,LU0973214777,,sedol_isin,JANUS HEN ABS RET G1 GBP,0.00,0.00,9081.18,0.00,1222.12,7.43,GBP
ID-B1706060,BD3J2B9,LU1291102447,,sedol_isin,BNPP MSCI JAPAN ESG ETF,0.00,0.00,49053.83,0.00,3298.00,17.04,EUR
ID-B1706060,BF2V2C1,LU1725201468,,sedol_isin,SCHRODER GAIA CONT C HDG£,0.00,0.00,7767.86,0.00,41.00,189.46,GBP
ID-B1706060,BFWY8B1,IE00BFWY8B17,,sedol_isin,AMUNDI/SANDLER US SI GBP,0.00,0.00,5216.09,0.00,40.10,130.08,GBP
ID-B1706060,BG08P77,IE00BG08P774,,sedol_isin,MONTLAKE COOPER N/AM POOL,0.00,0.00,5910.91,0.00,57.00,103.70,GBP
ID-B1706060,BG0TQC2,IE00BG0TQC25,,sedol_isin,INVESCO MKT UK GILTS ETF,0.00,0.00,77503.65,0.00,2676.00,28.96,GBP
ID-B1706060,BHZPJ89,IE00BHZPJ890,,sedol_isin,ISHS MSCI USA ESG CTB ETF,0.00,0.00,40462.31,0.00,4544.00,12.00,USD
ID-B1706060,BLCHCV0,LU1852212023,,sedol_isin,UBS SUS DV BK BD H?DISETF,0.00,0.00,19766.95,0.00,1874.00,10.55,GBP
ID-B1706060,BM92QJ1,IE000LZ4F7J0,,sedol_isin,ISHS MSCIESG CTB ETF HDG?,0.00,0.00,185293.82,0.00,26294.00,7.05,GBP
ID-B1706060,BMCMT55,IE0007L4ZKN0,,sedol_isin,QMM US EQUITY GBP ACC,0.00,0.00,135993.51,0.00,11278.00,12.06,GBP
ID-B1706060,BMCMT77,IE000KY07VI3,,sedol_isin,QMM US EQUITY GBPH ACC,0.00,0.00,146080.79,0.00,11307.00,12.92,GBP
ID-B1706060,BMCMTG6,IE0005ROYD13,,sedol_isin,QMM CONT EURO EQ GBPH ACC,0.00,0.00,107377.35,0.00,9789.70,10.97,GBP
ID-B1706060,BMCMTR7,IE000R3U28Q9,,sedol_isin,QMM GL IG CREDIT GBPH DIS,0.00,0.00,52266.01,0.00,4970.00,10.52,GBP
ID-B1706060,BMCMTY4,IE000N0WGY67,,sedol_isin,QMM GLB HY CORP GBPH DIS,0.00,0.00,94432.66,0.00,8875.00,10.64,GBP
ID-B1706060,BNGJH55,IE00BNGJH556,,sedol_isin,GRAHAM MACRO K GBP,0.00,0.00,9410.25,0.00,75.00,125.47,GBP
ID-B1706060,BNTWDJ7,LU2589021224,,sedol_isin,LUMYNA HBK B,0.00,0.00,15385.62,0.00,138.00,111.49,GBP
ID-B1706060,BQTXCZ0,IE000QQ8Z0D8,,sedol_isin,AMUNDI MSCI ESG BR TR EUR,0.00,0.00,142028.15,0.00,297.00,547.98,EUR
ID-B1706060,BSNQ3R8,IE000FZW9C08,,sedol_isin,BLACKR ISHS EX-UK S HDG £,0.00,0.00,17559.23,0.00,1442.00,12.18,GBP
ID-B1706060,BSQL9F0,IE000SZ25OI0,,sedol_isin,XTRCK SP500 WGHT 4C HDG £,0.00,0.00,43104.63,0.00,5109.00,8.44,GBP
ID-B1706060,BYXPR31,LU1586024074,,sedol_isin,BLACKROCK STR ASI PAC Z2£,0.00,0.00,10273.83,0.00,49.00,209.67,GBP
ID-B1706060,BZ1F4Z1,LU1291106513,,sedol_isin,BNPP MSCI PAC EX JAP PRI£,0.00,0.00,29129.48,0.00,118.00,246.86,GBP
ID-B1706060,BZ4TGQ5,LU1603215044,,sedol_isin,BRSF GBL EV DRIVEN I5 HDG,0.00,0.00,5985.45,0.00,45.00,133.01,GBP
ID-B1706060,CASH_GBP,,,sedol_isin,Cash,0.00,36999.74,,0.00,,,GBP
ID-B1706060,IE00BHZPJ239,IE00BHZPJ239,,sedol_isin,ISHS MSCI EM ESG CTB ETF,0.00,0.00,89686.69,0.00,18318.00,6.60,USD
ID-B1706060,TPY0159,LU2533810946,,sedol_isin,BNP JPMESG GL DIV TRACKIH,0.00,0.00,33834.92,0.00,298.00,113.54,GBP
ID-B1706060,TPY0161,LU0303706948,,sedol_isin,GS III EM MKTS ENH IDX I,0.00,0.00,58517.22,0.00,13.20,5973.19,USD
ID-B1706060,TPY0211,IE000QXUHMG1,,sedol_isin,AMUNDI II ALT MA SYS EQ I,0.00,0.00,10182.07,0.00,96.70,105.30,GBP
ID-B17AECB8,0504245,IE0005042456,,sedol_isin,ISHARES CORE FTSE 100 ETF,0.00,0.00,11967.75,0.00,1238.00,9.67,GBP
ID-B17AECB8,B1G52Y3,IE00B1FZSB30,,sedol_isin,ISHARES CORE UK GILTS ETF,0.00,0.00,7664.03,0.00,772.00,9.93,GBP
ID-B17AECB8,B53H013,IE00B53H0131,,sedol_isin,UBSCMCI COMPOSITE A USD,0.00,0.00,2569.39,0.00,30.00,115.40,USD
ID-B17AECB8,BCDBVY4,LU0953998605,,sedol_isin,JANUS HEN ABS RET I2 GBP,0.00,0.00,6360393.00,0.00,39.00,163087.00,GBP
ID-B17AECB8,BD3J2B9,LU1291102447,,sedol_isin,BNPP MSCI JAPAN ESG ETF,0.00,0.00,3614.34,0.00,243.00,17.04,EUR
ID-B17AECB8,BDCNS92,LU1373034930,,sedol_isin,BRSF GBL EV DRIVEN D2£HDG,0.00,0.00,421.02,0.00,3.00,140.34,GBP
ID-B17AECB8,BF2V2C1,LU1725201468,,sedol_isin,SCHRODER GAIA CONT C HDG£,0.00,0.00,757.84,0.00,4.00,189.46,GBP
ID-B17AECB8,BF6SWG2,IE00BF6SWG20,,sedol_isin,RV CAPITAL ASIA OPP A GBP,0.00,0.00,286.52,0.00,2375.00,0.12,GBP
ID-B17AECB8,BFWY8B1,IE00BFWY8B17,,sedol_isin,AMUNDI/SANDLER US SI GBP,0.00,0.00,437059056.00,0.00,3.36,130077100.00,GBP
ID-B17AECB8,BG08P77,IE00BG08P774,,sedol_isin,MONTLAKE COOPER N/AM POOL,0.00,0.00,4148008.00,0.00,4.00,1037002.00,GBP
ID-B17AECB8,BG0TQC2,IE00BG0TQC25,,sedol_isin,INVESCO MKT UK GILTS ETF,0.00,0.00,5792.50,0.00,200.00,28.96,GBP
ID-B17AECB8,BHZPJ89,IE00BHZPJ890,,sedol_isin,ISHS MSCI USA ESG CTB ETF,0.00,0.00,3045.36,0.00,342.00,12.00,USD
ID-B17AECB8,BM92QJ1,IE000LZ4F7J0,,sedol_isin,ISHS MSCIESG CTB ETF HDG?,0.00,0.00,13776.89,0.00,1955.00,7.05,GBP
ID-B17AECB8,BMCMT66,IE000PBSSTH3,,sedol_isin,QMM US EQUITY GBP DIS,0.00,0.00,9940.33,0.00,830.00,11.98,GBP
ID-B17AECB8,BMCMT88,IE000V470LW0,,sedol_isin,QMM US EQUITY GBPH DIS,0.00,0.00,9807.01,0.00,764.00,12.84,GBP
ID-B17AECB8,BMCMTH7,IE000LNGBWW1,,sedol_isin,QMM CONT EURO EQ GBPH DIS,0.00,0.00,8493.77,0.00,799.00,10.63,GBP
ID-B17AECB8,BMCMTR7,IE000R3U28Q9,,sedol_isin,QMM GL IG CREDIT GBPH DIS,0.00,0.00,4111.87,0.00,391.00,10.52,GBP
ID-B17AECB8,BMCMTX3,IE000HR61W43,,sedol_isin,QMM GLB HY CORP GBPH ACC,0.00,0.00,7276.94,0.00,625.00,11.64,GBP
ID-B17AECB8,BNGJH55,IE00BNGJH556,,sedol_isin,GRAHAM MACRO K GBP,0.00,0.00,6552871502.00,0.00,522266.00,12547.00,GBP
ID-B17AECB8,BNTWDJ7,LU2589021224,,sedol_isin,LUMYNA HBK B,0.00,0.00,1114.90,0.00,10.00,111.49,GBP
ID-B17AECB8,BQTXCZ0,IE000QQ8Z0D8,,sedol_isin,AMUNDI MSCI ESG BR TR EUR,0.00,0.00,10520.60,0.00,22.00,547.98,EUR
ID-B17AECB8,BSNQ3R8,IE000FZW9C08,,sedol_isin,BLACKR ISHS EX-UK S HDG £,0.00,0.00,1327.29,0.00,109.00,12.18,GBP
ID-B17AECB8,BSQL9F0,IE000SZ25OI0,,sedol_isin,XTRCK SP500 WGHT 4C HDG £,0.00,0.00,3459.17,0.00,410.00,8.44,GBP
ID-B17AECB8,BYXPR31,LU1586024074,,sedol_isin,BLACKROCK STR ASI PAC Z2£,0.00,0.00,838.68,0.00,4.00,209.67,GBP
ID-B17AECB8,BZ1F4Z1,LU1291106513,,sedol_isin,BNPP MSCI PAC EX JAP PRI£,0.00,0.00,2221.74,0.00,9.00,246.86,GBP
ID-B17AECB8,CASH_GBP,,,sedol_isin,Cash,0.00,3201.95,,0.00,,,GBP
ID-B17AECB8,CASH_GBP,,,sedol_isin,Cash,0.00,374.51,,0.00,,,GBP
ID-B17AECB8,IE00BHZPJ239,IE00BHZPJ239,,sedol_isin,ISHS MSCI EM ESG CTB ETF,0.00,0.00,6658.69,0.00,1360.00,6.60,USD
ID-B17AECB8,TPY0159,LU2533810946,,sedol_isin,BNP JPMESG GL DIV TRACKIH,0.00,0.00,2384.34,0.00,21.00,113.54,GBP
ID-B17AECB8,TPY0161,LU0303706948,,sedol_isin,GS III EM MKTS ENH IDX I,0.00,0.00,4433.12,0.00,1.00,5973.19,USD
ID-B17AECB8,TPY0211,IE000QXUHMG1,,sedol_isin,AMUNDI II ALT MA SYS EQ I,0.00,0.00,753915064.00,0.00,7.16,105295400.00,GBP
ID-B1F268C5,BF2ZW34,IE00BF2ZW348,,sedol_isin,ATLANTIC HOUSE D/RET I £,0.00,0.00,112192.23,0.00,88250.00,1.27,GBP
ID-B1F268C5,BP4VN04,GB00BP4VN048,,sedol_isin,SVS BROWN SHIP BAL A CAP,0.00,0.00,498146.13,0.00,288546.19,1.73,GBP
ID-B1F268C5,CASH_GBP,,,sedol_isin,Cash,0.00,1366.31,,0.00,,,GBP
ID-B1F268C5,CASH_GBP,,,sedol_isin,Cash,0.00,-224.02,,0.00,,,GBP
ID-B5BFF7AB,0446080,GB0004460803,,sedol_isin,AVIVA INVEST 2 GBP,0.00,0.00,32162.40,0.00,18000.00,1.79,GBP
ID-B5BFF7AB,0750208,GB0007502080,,sedol_isin,JANUS HEN STRAT BD I GBP,0.00,0.00,34050.00,0.00,30000.00,1.14,GBP
ID-B5BFF7AB,B03J9Y0,GB00B03J9Y05,,sedol_isin,WS RUFFER TOT RET I £ DIS,0.00,0.00,29210.25,0.00,7900.00,3.70,GBP
ID-B5BFF7AB,B18B9V5,GB00B18B9V52,,sedol_isin,WS LINDSELL TRAIN UK EQ D,0.00,0.00,41909.40,0.00,13500.00,3.10,GBP
ID-B5BFF7AB,B2PLJJ3,GB00B2PLJJ36,,sedol_isin,ARTEMIS INCOME FD I,0.00,0.00,40522.80,0.00,12000.00,3.38,GBP
ID-B5BFF7AB,B3FJQ59,GB00B3FJQ599,,sedol_isin,JPMORGAN US EQ INC FD C,0.00,0.00,66284.23,0.00,13025.00,5.09,GBP
ID-B5BFF7AB,B3MBXC4,GB00B3MBXC47,,sedol_isin,ROYAL LDN INSTIT Z GBP,0.00,0.00,36165.38,0.00,38250.00,0.95,GBP
ID-B5BFF7AB,B41YBW7,GB00B41YBW71,,sedol_isin,FUNDSMITH EQ FUND I GBP,0.00,0.00,68722.91,0.00,9495.00,7.24,GBP
ID-B5BFF7AB,B57H4F1,GB00B57H4F11,,sedol_isin,LIONTRUST SPEC INST GBP,0.00,0.00,32113.20,0.00,7000.00,4.59,GBP
ID-B5BFF7AB,B5L65R3,IE00B5L65R35,,sedol_isin,ISHS GBP 0-5YR COR BD ETF,0.00,0.00,77355.00,0.00,750.00,103.14,GBP
ID-B5BFF7AB,B78PGS5,GB00B78PGS53,,sedol_isin,M&G GL MAC BD I NET GBP,0.00,0.00,29716.00,0.00,20000.00,1.49,GBP
ID-B5BFF7AB,B7FQJT3,GB00B7FQJT36,,sedol_isin,RATHBONE ETHIC BD INS GBP,0.00,0.00,37366.00,0.00,42500.00,0.88,GBP
ID-B5BFF7AB,B7SGTR8,GB00B7SGTR82,,sedol_isin,ROYAL LDN SUST D GBP CAP,0.00,0.00,63115.36,0.00,16237.55,3.89,GBP
